female;phsrank;BA;AA;black;hispanic;id;exper;jc;univ;lwage;stotal;smcity;medcity;submed;lgcity;sublg;vlgcity;subvlg;ne;nc;south;totcoll
1;89;1;0;0;0;34425;141;1.466.667;2.644.442;2.772.589;0;0;0;0;1;0;0;0;0;1;0;4.111.109
0;43;0;0;0;0;34426;125;0;0;2.129.258;-1.929.036;0;0;0;0;0;0;0;1;0;0;0
1;80;0;0;0;0;34431;144;0;2.366.667;2.698.481;.8167233;0;0;0;0;0;0;0;1;0;0;2.366.667
1;70;0;0;0;1;34439;126;.2;0;2.618.438;-.5790377;0;0;0;0;0;1;0;1;0;0;.2
0;42;0;0;0;0;34440;163;0;0;2.417.593;-.3731057;1;0;0;0;0;0;0;0;0;1;0
0;9;0;0;0;0;34446;128;0;0;2.417.697;.3362154;0;0;0;0;0;0;0;0;1;0;0
0;40;0;0;0;0;34454;155;0;.7;2.496.721;-.8993762;1;0;0;0;0;0;0;1;0;0;.7
0;79;0;0;0;0;34462;86;.6666654;0;2.140.066;.9311299;0;0;1;0;0;0;0;0;0;1;.6666654
0;31;0;0;0;0;34480;143;0;0;2.079.442;-2.203.612;0;0;0;0;0;0;0;0;0;1;0
1;57;0;0;0;0;34482;57;.8333333;2.244.442;165.026;.9997739;0;0;0;0;0;0;1;0;1;0;3.077.775
1;73;1;0;0;0;34485;53;0;4.8;1.633.343;.1989275;1;0;0;0;0;0;0;1;0;0;4.8
0;66;0;0;0;0;34494;166;0;0;2.995.732;.8396046;0;0;0;0;0;0;0;0;1;0;0
1;50;0;0;0;0;34547;141;0;0;2.430.098;.5192661;0;0;0;1;0;0;0;0;0;0;0
1;7;0;0;0;0;34551;164;.4;0;2.158.773;0;0;0;1;0;0;0;0;1;0;0;.4
0;52;1;0;0;0;34555;137;.1;4.233.333;2.995.732;-.2358177;0;0;1;0;0;0;0;0;1;0;4.333.333
0;50;0;0;0;0;34608;102;0;0;2.841.711;-1.288.359;0;1;0;0;0;0;0;0;0;1;0
1;75;0;0;0;0;34626;79;.5111104;0;1.587.886;.4506221;0;0;0;0;0;0;0;0;0;0;.5111104
1;50;0;0;0;0;34636;131;1.576.666;0;2.261.763;-1.906.155;0;1;0;0;0;0;0;0;0;0;1.576.666
1;50;0;0;0;0;34659;108;0;0;1.386.294;-1.974.799;0;0;1;0;0;0;0;0;1;0;0
1;82;1;0;1;0;34661;117;0;4.483.333;2.014.903;-.7163256;0;0;0;1;0;0;0;0;0;1;4.483.333
1;72;0;0;1;0;34662;121;0;.9666666;2.092.865;-.7163256;1;0;0;0;0;0;0;0;0;1;.9666666
1;22;0;0;0;0;34671;110;.1;0;19.914;.1302835;1;0;0;0;0;0;0;0;0;1;.1
0;78;0;0;0;0;34674;152;0;.355555;2.302.585;.1302835;0;0;0;0;1;0;0;0;1;0;.355555
1;89;0;0;0;0;34681;143;1.066.667;.7111094;2.135.164;0;0;0;0;0;0;1;0;0;1;0;1.777.776
1;80;0;0;0;0;34685;77;1.333.331;0;1.556.764;-.1214111;1;0;0;0;0;0;0;0;1;0;1.333.331
0;50;0;0;1;0;34694;118;0;0;2.060.513;-1.059.546;0;0;0;0;0;1;0;0;0;1;0
0;74;1;0;0;0;34782;150;0;4.8;2.258.529;.2218088;0;0;0;1;0;0;0;1;0;0;4.8
0;53;0;1;0;0;34784;123;3.833.333;0;2.827.314;.8396046;1;0;0;0;0;0;0;0;1;0;3.833.333
0;74;0;0;0;0;34785;162;0;0;2.621.039;.7709606;1;0;0;0;0;0;0;1;0;0;0
0;2;0;0;0;0;34792;157;0;0;2.171.017;0;0;0;0;1;0;0;0;0;1;0;0
0;52;0;0;1;0;34808;111;0;.4;2.258.633;0;0;0;0;0;0;1;0;0;1;0;.4
1;99;1;0;0;0;34811;148;.2;4.377.771;2.425.483;1.411.638;1;0;0;0;0;0;0;0;1;0;4.577.771
0;39;0;0;1;0;34843;166;0;0;208.069;-2.386.662;0;0;0;0;0;0;0;0;0;1;0
1;76;1;0;0;0;34869;153;0;4.566.667;1.725.709;.4048594;1;0;0;0;0;0;0;0;1;0;4.566.667
1;64;0;0;0;0;34871;85;0;0;1.911.023;-.9909015;0;0;0;0;0;0;0;0;1;0;0
1;70;0;0;0;0;34877;130;.8888875;0;2.397.895;.0845208;0;0;0;0;0;0;1;0;1;0;.8888875
1;78;0;0;0;0;34890;151;0;0;2.208.198;-1.105.308;1;0;0;0;0;0;0;0;0;0;0
1;94;1;0;0;0;34893;131;0;424.444;2.938.669;1.594.688;0;0;0;0;0;0;1;0;1;0;424.444
0;42;1;0;0;0;34921;162;0;4.1;2.679.879;.3819781;0;1;0;0;0;0;0;1;0;0;4.1
0;21;0;0;1;0;34928;86;1.266.665;.1999997;1.791.759;-.1442924;0;0;0;1;0;0;0;0;1;0;1.466.664
1;6;0;0;0;0;34932;135;0;0;2.037.968;-1.036.664;0;1;0;0;0;0;0;1;0;0;0
0;60;0;0;0;1;34934;47;0;7.4;2.531.552;-2.020.561;0;0;0;0;0;0;0;0;0;1;7.4
1;78;0;0;0;0;34938;6;0;0;.7034862;.5650287;0;0;0;0;0;0;0;0;0;0;0
0;37;1;0;0;0;34942;148;0;4.25;2.665.145;-.0070045;1;0;0;0;0;0;0;0;1;0;4.25
0;67;0;0;0;0;34952;93;0;7.5;3.270.169;0;0;1;0;0;0;0;0;1;0;0;7.5
0;60;0;0;0;0;34974;133;0;0;2.782.928;-.670563;0;0;0;0;1;0;0;0;0;1;0
1;88;0;0;0;0;34988;146;.8;0;1.609.438;.5650287;0;0;0;0;0;0;0;0;1;0;.8
0;50;1;0;0;0;34989;118;0;4.733.325;2.928.524;-.1900551;1;0;0;0;0;0;0;0;0;1;4.733.325
0;54;1;0;0;0;34995;138;0;4.4;2.639.057;-.0985298;0;1;0;0;0;0;0;0;1;0;4.4
1;24;0;0;0;0;34998;141;0;0;2.599.317;-.0985298;0;0;0;0;0;0;1;0;1;0;0
0;67;1;0;0;0;35007;119;2.2;4.8;2.862.201;1.251.469;0;1;0;0;0;0;0;0;0;0;7
1;74;1;0;0;0;35010;90;0;4.566.667;1.693.246;.7023167;0;0;0;0;0;0;0;0;0;1;4.566.667
1;64;0;0;0;0;35027;154;0;0;2.543.112;.1989275;0;0;1;0;0;0;0;1;0;0;0
1;56;1;0;0;0;35030;31;0;4.1;1.715.225;1.320.112;1;0;0;0;0;0;0;0;1;0;4.1
1;64;0;0;0;0;35045;132;0;2.933.333;1.609.438;1.091.299;0;0;0;0;0;1;0;0;0;1;2.933.333
1;4;0;0;0;0;35048;154;0;0;1.791.759;-.8307323;1;0;0;0;0;0;0;0;0;1;0
1;38;0;0;0;0;35055;107;0;0;1.427.116;0;0;1;0;0;0;0;0;0;1;0;0
0;94;1;0;0;0;35071;141;.2333333;4.444.438;2.401.525;.1760461;0;0;0;0;0;0;1;0;0;0;4.677.771
0;33;1;0;0;0;35108;116;0;4.755.554;2.744.418;1.159.943;0;0;0;0;1;0;0;0;0;1;4.755.554
0;56;1;0;0;0;35128;166;0;4.266.663;2.877.949;.9082486;0;0;0;0;0;0;1;0;0;0;4.266.663
0;39;0;0;0;0;35130;155;0;0;2.613.739;-.533275;0;0;0;0;1;0;0;1;0;0;0
0;66;0;0;0;0;35152;157;0;0;2.104.134;.2218088;0;0;0;0;0;0;0;0;0;1;0
1;88;0;0;0;0;35184;149;2.166.667;3.9;2.292.535;.8167233;0;0;0;0;0;0;1;0;0;1;6.066.667
0;95;1;0;0;0;35191;125;0;4;2.161.512;1.251.469;1;0;0;0;0;0;0;0;0;0;4
0;44;1;0;0;0;35207;123;0;4.366.663;2.833.213;-.739207;0;0;0;0;0;0;0;1;0;0;4.366.663
1;44;0;0;0;0;35244;162;0;0;2.074.629;1.022.655;0;0;0;0;1;0;0;0;1;0;0
0;75;0;0;0;0;35254;134;0;5.2;2.881.069;1.045.537;1;0;0;0;0;0;0;0;1;0;5.2
1;76;0;1;0;0;35269;95;3.283.333;1.75;265.457;-.2815804;1;0;0;0;0;0;0;0;0;0;5.033.333
1;50;0;0;0;1;35277;102;0;0;2.373.975;-.1900551;0;0;1;0;0;0;0;0;0;1;0
0;30;0;0;0;0;35297;152;0;0;1.871.802;-.739207;0;0;0;0;0;0;1;0;0;1;0
0;65;0;0;0;0;35329;111;0;7.5;2.662.963;0;1;0;0;0;0;0;0;0;1;0;7.5
1;39;0;0;0;0;35342;45;0;0;132.553;-.6476817;0;0;0;0;0;0;0;0;0;0;0
1;80;1;0;0;0;35347;110;0;5.366.667;2.677.018;1.320.112;0;0;0;0;0;0;0;1;0;0;5.366.667
0;10;0;0;0;0;35349;163;0;0;1.609.438;0;0;1;0;0;0;0;0;0;0;1;0
1;82;0;0;0;0;35354;86;0;5.266.667;2.043.199;1.137.062;0;0;1;0;0;0;0;1;0;0;5.266.667
0;37;1;0;0;0;35356;158;2.366.667;1.512.221;2.503.151;.3362154;0;0;0;0;1;0;0;1;0;0;3.878.888
1;73;0;0;0;0;35358;112;.6;1.711.108;1.578.978;.8624859;0;0;0;0;1;0;0;0;1;0;2.311.109
0;82;1;0;0;0;35362;128;0;4.644.438;2.525.729;.6107914;0;0;0;1;0;0;0;0;0;1;4.644.438
1;28;0;0;1;0;35384;73;0;0;1.790.604;-1.929.036;1;0;0;0;0;0;0;0;0;1;0
1;57;0;0;0;0;35388;98;0;0;1.552.868;.9768926;0;0;0;0;0;0;0;1;0;0;0
0;35;0;0;0;0;35409;152;0;0;2.169.054;.9082486;1;0;0;0;0;0;0;0;1;0;0
1;97;1;0;0;0;35422;113;0;5.799.996;2.224.311;.9082486;0;0;0;1;0;0;0;0;1;0;5.799.996
1;98;1;0;0;0;35428;118;0;5.449.996;2.540.814;.4506221;0;0;0;0;0;0;0;0;1;0;5.449.996
0;35;0;0;0;0;35441;155;0;0;2.536.211;.2675714;0;0;0;0;0;0;0;0;1;0;0
1;58;1;0;0;0;35494;135;0;4.233.333;2.420.368;-.2358177;0;0;1;0;0;0;0;1;0;0;4.233.333
1;50;0;1;0;0;35519;141;2.366.667;1.2;2.709.953;.7709606;1;0;0;0;0;0;0;0;0;1;3.566.667
1;41;0;0;0;0;35520;56;0;0;1.599.283;-1.242.596;0;0;0;0;0;0;0;0;0;1;0
0;85;1;0;0;0;35530;81;0;4.6;2.813.411;.6794354;0;0;0;0;0;0;1;1;0;0;4.6
1;48;0;0;0;0;35538;26;0;0;1.252.763;-.5790377;1;0;0;0;0;0;0;0;1;0;0
0;40;0;0;0;0;35541;147;0;0;1.832.582;.0387582;1;0;0;0;0;0;0;0;1;0;0
1;55;0;0;0;0;35542;66;0;0;1.348.073;-.2129364;1;0;0;0;0;0;0;0;1;0;0
1;95;1;0;0;0;35544;147;.3333333;4.288.882;2.639.057;0;0;0;0;0;0;1;0;0;1;0;4.622.215
1;66;0;0;0;0;35548;96;0;0;1.937.302;.4277408;1;0;0;0;0;0;0;1;0;0;0
0;31;1;0;0;0;35558;139;0;6.033.333;3.113.515;.1989275;0;0;0;0;0;0;0;0;1;0;6.033.333
0;30;0;0;0;0;35562;161;.577777;.8111104;2.014.903;.1302835;0;0;0;0;0;1;0;0;0;0;1.388.887
1;47;1;0;0;0;35596;136;0;4.333.333;270.805;.4506221;0;1;0;0;0;0;0;0;0;1;4.333.333
0;93;1;0;0;0;35601;124;0;7.091.662;2.691.134;1.663.332;1;0;0;0;0;0;0;0;0;1;7.091.662
1;92;0;1;0;0;35605;88;0;2.222.219;1.530.165;.725198;0;1;0;0;0;0;0;0;1;0;2.222.219
0;25;0;0;0;0;35635;141;0;1.644.443;2.502.255;-.6248003;0;0;0;0;0;0;0;0;0;0;1.644.443
1;76;1;0;1;0;35646;98;0;3.9;2.079.442;-.1671738;0;0;0;0;0;0;0;0;0;1;3.9
0;86;0;0;0;0;35652;102;0;6.133.329;2.525.729;.8624859;1;0;0;0;0;0;0;0;1;0;6.133.329
1;50;1;0;1;0;35655;108;0;4.766.667;2.484.907;0;0;0;0;1;0;0;0;1;0;0;4.766.667
0;78;0;0;0;0;35676;155;0;0;2.197.225;-1.631.579;0;0;0;0;0;0;0;0;0;1;0
0;23;0;0;0;0;35686;109;0;0;2.227.986;.4506221;0;0;0;0;0;0;0;0;0;1;0
0;1;0;0;0;0;35689;159;.4;0;2.510.225;.656554;0;0;0;1;0;0;0;0;0;1;.4
1;99;0;0;0;0;35703;105;0;585.555;2.823.757;180.062;0;0;0;0;0;0;1;0;0;1;585.555
0;87;0;0;0;0;35765;135;0;7.275;2.032.922;14.574;1;0;0;0;0;0;0;0;1;0;7.275
0;44;0;0;0;0;35772;162;0;0;17.492;-.8536136;1;0;0;0;0;0;0;0;1;0;0
1;50;0;0;1;0;35773;111;0;435.555;1.821.318;-.327343;0;0;0;0;0;0;0;0;0;1;435.555
1;42;0;0;0;0;35779;104;0;0;1.658.228;-1.265.478;1;0;0;0;0;0;0;0;0;0;0
0;91;1;0;0;0;35783;126;0;6.333.325;2.826.129;1.205.706;1;0;0;0;0;0;0;0;0;1;6.333.325
1;95;1;0;0;0;35810;141;.0888887;4.099.999;2.944.439;1.640.451;1;0;0;0;0;0;0;0;0;0;4.188.888
1;70;0;0;0;0;35815;118;0;.2222219;1.805.004;1.045.537;0;0;0;0;0;0;0;1;0;0;.2222219
1;15;0;0;0;0;35816;160;.1;0;2.436.116;1.091.299;1;0;0;0;0;0;0;1;0;0;.1
1;28;0;0;0;0;35830;154;0;0;1.731.655;-.1214111;0;0;0;0;1;0;0;0;1;0;0
1;16;0;1;0;0;35843;148;2.366.667;0;2.525.729;-.2815804;0;1;0;0;0;0;0;1;0;0;2.366.667
0;97;1;0;0;0;35850;134;0;4.155.549;2.877.949;1.091.299;1;0;0;0;0;0;0;0;1;0;4.155.549
0;80;0;0;0;0;35871;95;.8;0;194.591;-.1214111;0;0;0;0;0;0;0;0;0;0;.8
0;75;0;0;0;0;35876;91;0;2;2.460.443;.7709606;0;0;1;0;0;0;0;0;0;0;2
1;69;0;0;0;0;35879;99;0;.4;1.791.759;.2446901;1;0;0;0;0;0;0;0;0;1;.4
0;32;0;0;0;0;35891;125;0;0;1.281.059;-.2815804;0;0;1;0;0;0;0;0;1;0;0
1;94;1;0;0;0;35897;88;0;4.688.883;250.215;1.365.875;0;0;0;0;0;1;0;0;1;0;4.688.883
1;96;0;0;0;1;35898;124;0;5.7;2.639.057;1.091.299;1;0;0;0;0;0;0;0;0;1;5.7
0;25;0;0;0;0;35902;133;0;0;3.196.684;-112.819;1;0;0;0;0;0;0;0;0;1;0
0;97;0;0;0;0;35905;141;.8833333;1.2;3.040.887;.6336727;0;0;0;0;0;0;0;0;0;0;2.083.333
1;84;0;0;0;0;35906;131;0;0;1.837.649;.7480794;0;0;1;0;0;0;0;0;0;0;0
0;80;1;0;0;0;35917;102;0;4.016.667;2.246.495;.7023167;0;0;0;0;0;1;0;1;0;0;4.016.667
0;84;1;0;0;0;35920;124;0;4.1;2.772.288;.4506221;0;0;0;0;0;0;0;0;1;0;4.1
1;98;0;0;0;0;35925;74;0;5.497.331;1.420.539;1.365.875;1;0;0;0;0;0;0;1;0;0;5.497.331
0;10;0;0;0;0;35929;122;1.366.667;0;1.869.029;-1.357.003;0;0;1;0;0;0;0;1;0;0;1.366.667
0;72;1;0;0;0;35936;143;0;4.033.333;2.120.264;-.1900551;0;0;0;0;0;0;0;0;1;0;4.033.333
0;3;0;0;0;1;35964;115;0;0;1.798.607;-2.638.357;1;0;0;0;0;0;0;0;0;0;0
1;33;1;0;0;0;35976;115;0;4.022.217;2.667.228;.0158769;1;0;0;0;0;0;0;0;1;0;4.022.217
1;53;0;1;0;0;35981;151;3.333.333;0;2.391.054;-1.242.596;1;0;0;0;0;0;0;1;0;0;3.333.333
0;27;0;0;0;0;35982;149;0;0;2.810.606;-1.059.546;0;0;0;0;0;0;0;0;1;0;0
0;50;1;0;0;1;35992;123;0;6.133.333;2.384.823;.3362154;1;0;0;0;0;0;0;0;0;1;6.133.333
1;90;0;0;0;1;36009;112;0;0;1.530.165;-.1671738;1;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;36013;75;0;0;1.252.763;-.6248003;1;0;0;0;0;0;0;0;0;1;0
0;96;1;0;0;0;36058;102;0;4.5;2.772.589;1.594.688;0;0;0;0;0;0;1;0;0;1;4.5
1;84;0;0;0;0;36061;52;0;7.5;2.157.528;1.777.739;0;0;1;0;0;0;0;1;0;0;7.5
1;49;0;0;0;0;36080;166;0;0;2.296.031;-.601919;0;0;1;0;0;0;0;1;0;0;0
0;75;1;0;0;0;36081;116;0;5.244.438;249.364;.6794354;0;0;0;0;0;0;0;1;0;0;5.244.438
0;42;1;0;0;0;36101;162;0;4.033.333;270.805;.7480794;0;0;0;0;0;0;1;1;0;0;4.033.333
1;95;1;0;0;0;36114;130;0;4.233.333;270.805;1.045.537;0;0;1;0;0;0;0;1;0;0;4.233.333
1;46;0;0;0;0;36115;138;.3;.9;1.843.053;.1760461;0;1;0;0;0;0;0;0;1;0;1.2
1;50;0;0;0;0;36120;159;.8666657;0;1.924.248;-.9222575;1;0;0;0;0;0;0;0;1;0;.8666657
1;37;0;0;0;0;36121;79;0;0;1.609.438;.4506221;1;0;0;0;0;0;0;0;0;1;0
1;40;0;0;0;0;36127;76;0;0;.8783202;.0387582;0;1;0;0;0;0;0;0;0;1;0
0;43;1;0;0;0;36141;130;0;4.433.333;2.302.585;-2.112.087;0;0;0;0;0;0;0;0;0;1;4.433.333
1;61;0;1;0;0;36149;72;1.6;0;2.613.739;.5879101;0;0;0;0;0;0;1;1;0;0;1.6
1;78;0;0;0;0;36151;86;0;0;1.824.549;.4277408;0;0;0;0;0;0;0;1;0;0;0
0;18;0;1;0;0;36156;145;3.1;0;276.001;1.594.688;0;0;0;0;1;0;0;0;0;1;3.1
1;51;0;0;0;0;36161;148;0;0;1.662.902;-.1442924;0;0;0;0;0;0;0;1;0;0;0
1;58;0;0;1;0;36174;133;0;0;2.307.572;-1.883.273;0;0;0;0;0;1;0;0;0;1;0
0;57;1;0;0;0;36193;132;0;4.1;2.772.589;.4277408;0;0;0;0;0;0;1;0;0;1;4.1
0;39;0;1;0;0;36207;164;2.744.441;0;3.006.071;1.342.994;1;0;0;0;0;0;0;0;0;0;2.744.441
1;71;0;0;0;0;36225;155;0;0;1.704.748;-1.951.917;1;0;0;0;0;0;0;0;0;1;0
1;74;0;0;0;0;36247;99;0;0;1.832.582;.6107914;0;0;0;0;0;0;0;1;0;0;0
0;64;1;0;0;0;36254;96;0;4.316.667;249.364;.0158769;0;0;0;0;0;0;1;1;0;0;4.316.667
1;26;0;0;1;0;36256;160;0;0;2.397.895;-.2815804;0;0;0;1;0;0;0;0;1;0;0
1;72;0;0;0;0;36280;85;0;6.988.883;261.007;1.091.299;0;0;0;0;0;0;1;0;1;0;6.988.883
1;63;1;0;0;0;36285;97;2.699.997;2.733.329;2.640.342;.5421474;0;0;0;0;0;0;1;0;0;0;5.433.326
1;28;1;0;1;0;36339;109;0;4.1;2.014.903;-.0756485;0;1;0;0;0;0;0;0;0;1;4.1
1;58;0;0;1;0;36342;110;0;0;3.325.485;-1.288.359;1;0;0;0;0;0;0;0;0;1;0
1;78;0;0;0;0;36361;143;0;0;2.493.206;.9082486;0;1;0;0;0;0;0;1;0;0;0
0;50;1;0;0;0;36369;119;0;5.5;3.008.924;.2446901;1;0;0;0;0;0;0;0;0;1;5.5
0;22;0;0;0;1;36404;159;0;0;2.232.163;-1.883.273;0;0;0;0;0;0;0;0;0;0;0
1;47;0;0;0;0;36409;85;0;0;193.563;-.6248003;0;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;36434;162;.1333333;0;275.457;-1.059.546;0;0;0;0;1;0;0;0;0;1;.1333333
0;74;0;1;0;0;36441;158;2.766.667;.3666667;2.178.532;-.0298858;0;0;0;0;0;0;1;0;1;0;3.133.333
1;50;0;1;0;0;36452;158;2.466.667;0;2.101.615;.2904528;1;0;0;0;0;0;0;0;0;0;2.466.667
1;31;0;0;0;0;36481;103;0;0;177.526;.0616395;0;1;0;0;0;0;0;0;1;0;0
1;97;0;0;0;0;36482;157;0;1.9;2.484.907;1.342.994;1;0;0;0;0;0;0;0;0;1;1.9
0;62;1;0;0;0;36485;139;0;4.053.332;257.346;1.022.655;0;0;0;0;0;0;0;0;0;1;4.053.332
0;77;1;0;0;0;36488;112;0;5.166.667;2.481.362;1.205.706;0;0;0;0;0;0;1;0;1;0;5.166.667
0;53;0;0;0;0;36489;158;0;0;2.255.332;.6794354;1;0;0;0;0;0;0;1;0;0;0
0;86;1;0;0;0;36492;102;0;4.844.436;204.099;1.068.418;0;0;0;0;0;0;0;0;1;0;4.844.436
1;69;0;0;0;0;36511;83;1.866.666;4.499.997;2.919.579;.656554;1;0;0;0;0;0;0;0;1;0;6.366.663
1;93;0;0;0;1;36518;130;0;0;1.812.379;-.1671738;0;1;0;0;0;0;0;1;0;0;0
1;28;0;0;0;0;36548;93;0;0;1.859.885;.7709606;0;0;0;0;0;0;0;0;1;0;0
1;38;0;0;0;0;36563;81;0;0;2.243.293;.0845208;1;0;0;0;0;0;0;0;1;0;0
0;42;1;0;0;0;36575;110;0;4.433.333;2.890.372;-.8993762;1;0;0;0;0;0;0;0;0;1;4.433.333
0;43;0;0;0;0;36577;155;2.366.667;.4333333;2.813.411;-.7620883;1;0;0;0;0;0;0;0;1;0;2.8
0;49;0;0;0;0;36582;144;0;0;2.564.949;-.0298858;1;0;0;0;0;0;0;0;0;1;0
0;71;1;0;0;1;36588;97;1.766.667;3.6;2.476.938;-.4417497;1;0;0;0;0;0;0;0;1;0;5.366.667
1;98;0;0;0;0;36624;111;0;6.766.667;2.856.049;180.062;0;0;1;0;0;0;0;1;0;0;6.766.667
0;77;1;0;0;0;36626;87;0;5.033.333;270.805;1.137.062;0;0;0;1;0;0;0;0;0;0;5.033.333
1;71;0;0;0;0;36627;153;0;0;2.120.264;-.3731057;1;0;0;0;0;0;0;0;0;1;0
1;86;1;0;0;0;36630;149;0;6.411.108;2.795.062;0;0;0;0;0;0;0;1;1;0;0;6.411.108
0;84;0;0;0;0;36633;160;0;0;3.178.054;14.574;0;0;0;1;0;0;0;0;1;0;0
1;50;0;0;0;0;36642;107;0;0;198.442;-.9680202;0;0;0;0;0;0;1;0;0;1;0
1;6;0;0;1;0;36681;12;0;0;2.484.907;.3133341;0;0;0;0;0;1;0;0;0;1;0
0;56;1;0;0;0;36702;130;2.166.667;2;2.795.756;.5192661;0;0;0;0;0;0;0;0;1;0;4.166.667
1;72;0;0;0;0;36738;153;0;3.2;2.063.693;.8167233;1;0;0;0;0;0;0;1;0;0;3.2
0;56;1;0;0;0;36740;146;0;4.466.667;271.866;-.9909015;0;0;0;0;0;0;0;0;0;1;4.466.667
1;94;1;0;0;0;36753;120;0;4.366.667;2.521.721;1.411.638;0;0;1;0;0;0;0;1;0;0;4.366.667
0;69;0;0;0;0;36757;154;0;.8;2.654.806;-.5103937;0;1;0;0;0;0;0;0;1;0;.8
1;98;0;0;0;0;36786;100;0;7.5;2.149.204;0;1;0;0;0;0;0;0;0;1;0;7.5
0;58;0;0;1;0;36787;146;.6;0;2.639.057;-2.523.951;0;0;0;0;0;0;0;0;1;0;.6
0;96;0;0;0;0;36797;139;0;6.666.667;2.568.591;.8624859;0;0;1;0;0;0;0;1;0;0;6.666.667
1;58;0;0;0;0;36812;141;0;0;2.233.592;-.1900551;0;0;0;0;0;0;0;0;1;0;0
1;73;0;1;0;0;36815;138;2.711.107;0;1.455.287;-.4417497;1;0;0;0;0;0;0;0;0;1;2.711.107
1;31;0;0;0;0;36818;96;0;0;1.896.542;-.7849696;0;0;0;0;0;0;0;0;0;0;0
0;95;0;0;0;0;36829;115;0;6.4;3.033.473;1.297.231;0;0;0;0;0;1;0;0;0;1;6.4
0;79;1;0;0;0;36860;153;0;4.766.667;2.862.201;.8853673;0;0;0;1;0;0;0;0;1;0;4.766.667
1;65;0;0;0;0;36869;149;.1;0;2.169.054;.4735034;0;0;0;0;1;0;0;0;1;0;.1
0;89;0;0;0;0;36909;161;.2;0;2.719.659;.9997739;0;0;0;0;0;0;1;0;0;0;.2
0;51;0;0;0;0;36921;139;0;0;2.234.306;.1074022;0;0;0;0;0;0;0;0;0;1;0
0;50;0;0;0;0;36927;115;0;0;2.356.652;-2.295.137;0;0;0;0;0;0;0;0;0;1;0
0;87;1;0;0;0;36928;124;0;3.8;2.917.771;.9082486;0;1;0;0;0;0;0;1;0;0;3.8
0;86;0;0;1;0;36940;136;0;5.977.771;293.383;-.3731057;0;0;0;0;0;0;0;0;0;1;5.977.771
0;47;0;1;0;0;36945;156;2.9;0;2.484.907;-1.242.596;1;0;0;0;0;0;0;0;1;0;2.9
0;51;0;0;0;0;36950;166;0;0;2.253.795;-.0070045;0;0;0;0;0;0;0;0;1;0;0
0;39;0;0;0;0;36988;117;244.444;3.833.333;2.302.585;.7480794;1;0;0;0;0;0;0;0;0;1;6.277.773
1;70;0;0;0;0;36992;147;1.3;0;2.321.478;-.2129364;0;1;0;0;0;0;0;0;1;0;1.3
0;59;1;0;0;0;36998;155;0;3.888.888;2.790.045;.5192661;0;1;0;0;0;0;0;0;0;0;3.888.888
1;56;1;0;0;0;37000;101;0;6.377.771;1.959.535;.656554;1;0;0;0;0;0;0;0;1;0;6.377.771
0;73;1;0;1;0;37005;119;0;6.241.333;2.868.577;.8624859;1;0;0;0;0;0;0;0;0;1;6.241.333
0;88;0;1;1;0;37016;151;3.833.333;0;2.639.057;0;1;0;0;0;0;0;0;0;0;1;3.833.333
1;51;0;0;0;0;37028;111;0;0;1.909.543;.0845208;0;0;0;0;1;0;0;0;0;1;0
0;50;1;0;0;0;37029;132;0;1.266.665;1.878.771;-.0298858;1;0;0;0;0;0;0;0;1;0;1.266.665
0;49;0;0;0;0;37035;145;0;7.477.772;2.612.273;.656554;1;0;0;0;0;0;0;1;0;0;7.477.772
1;96;0;0;0;0;37037;142;0;.8;2.638.404;1.137.062;0;1;0;0;0;0;0;1;0;0;.8
1;99;1;0;0;0;37040;124;.2;4.033.333;2.146.304;1.663.332;0;0;0;0;1;0;0;0;0;1;4.233.333
1;88;0;0;0;0;37045;145;0;0;2.351.375;-.0298858;0;0;1;0;0;0;0;0;0;0;0
1;71;0;0;0;0;37054;55;0;0;1.609.438;.3590968;0;0;0;0;0;0;0;1;0;0;0
1;67;0;0;0;0;37060;99;2.216.667;0;2.302.585;-.5561563;0;0;0;0;1;0;0;0;0;0;2.216.667
1;45;1;0;0;0;37065;105;2.155.552;2.766.665;2.169.054;1.045.537;0;0;0;0;0;0;1;0;0;0;4.922.217
1;88;0;0;0;0;37087;112;0;0;1.609.438;.9768926;0;0;0;0;0;0;0;0;1;0;0
1;56;0;0;0;0;37089;78;0;0;194.591;.0845208;0;0;0;0;0;0;0;0;0;1;0
1;85;1;0;0;0;37095;108;2.883.333;2.2;2.468.946;.4963847;0;1;0;0;0;0;0;0;0;0;5.083.333
1;62;0;0;0;0;37100;159;0;0;2.178.576;.1302835;0;0;0;0;0;0;0;0;0;1;0
0;34;0;0;1;0;37127;165;0;0;2.484.907;-112.819;1;0;0;0;0;0;0;0;0;1;0
1;6;0;0;1;0;37133;113;.8333333;0;1.832.582;-112.819;0;0;1;0;0;0;0;1;0;0;.8333333
0;24;0;0;0;0;37144;154;0;0;2.704.711;1.709.095;0;0;0;0;0;0;0;0;0;1;0
1;55;0;0;0;0;37151;125;1.366.667;0;2.407.254;-1.173.952;0;0;1;0;0;0;0;1;0;0;1.366.667
0;99;1;0;0;0;37164;139;0;4.444.436;3.210.844;.2904528;0;0;0;0;0;0;0;0;1;0;4.444.436
1;49;0;0;0;0;37165;75;0;.1;1.927.572;.0845208;0;0;0;0;0;1;0;0;1;0;.1
